z,n,name,levelEnergy(MeV),halflife,decayModes
57,61,118La,0.0,,EC ? ,
57,62,119La,0.0,,EC ? ,
57,63,120La,0.0,2.8 s 2,EC = 100.00,
57,63,120La,0.0,2.8 s 2,EP AP 0.00,
57,68,125La,0.0,64.8 s 12,EC = 100.00,
57,69,126La,0.0,54 s 2,EC AP 0.00,
57,69,126La,0.0,LT 50 s ,EC  ,
57,69,126La,0.0,LT 50 s ,IT  ,
57,64,121La,0.0,5.3 s 2,EC = 100.00,
57,65,122La,0.0,8.6 s 5,EC = 100.00,
57,65,122La,0.0,8.6 s 5,EP  ,
57,66,123La,0.0,17 s 3,EC = 100.00,
57,67,124La,0.0,29.21 s 17,EC = 100.00,
57,67,124La,0.0,21 s 4,EC = 100.00,
57,71,128La,0.0,5.18 m 14,EC = 100.00,
57,71,128La,0.0,LT 1.4 m ,EC = 100.00,
57,72,129La,0.0,11.6 m 2,EC = 100.00,
57,73,130La,0.0,8.7 m 1,EC = 100.00,
57,74,131La,0.0,59 m 2,EC = 100.00,
57,70,127La,0.0,5.1 m 1,EC = 100.00,
57,79,136La,0.0,9.87 m 3,EC = 100.00,
57,75,132La,0.0,4.8 h 2,EC = 100.00,
57,76,133La,0.0,3.912 h 8,EC = 100.00,
57,77,134La,0.0,6.45 m 16,EC = 100.00,
57,78,135La,0.0,19.5 h 2,EC = 100.00,
57,82,139La,0.0,STABLE,
57,83,140La,0.0,1.67855 d 12,B- = 100.00,
57,84,141La,0.0,3.92 h 3,B- = 100.00,
57,85,142La,0.0,91.1 m 5,B- = 100.00,
57,80,137La,0.0,6E+4 y 2,EC = 100.00,
57,81,138La,0.0,1.02E+11 y 1,EC = 65.60,
57,81,138La,0.0,1.02E+11 y 1,B- = 34.40,
57,86,143La,0.0,14.2 m 1,B- = 100.00,
57,87,144La,0.0,40.8 s 4,B- = 100.00,
57,88,145La,0.0,24.8 s 20,B- = 100.00,
57,89,146La,0.0,6.27 s 10,B- = 100.00,
57,89,146La,0.0,10.0 s 1,B- = 100.00,
57,93,150La,0.0,0.59 s 11,B- = 100.00,
57,93,150La,0.0,0.59 s 11,BN = 2.70,
57,94,151La,0.0,GT 300 ns ,B- = 100.00,
57,94,151La,0.0,GT 300 ns ,BN  ,
57,95,152La,0.0,GT 150 ns ,B- = 100.00,
57,96,153La,0.0,GT 100 ns ,B- = 100.00,
57,90,147La,0.0,4.06 s 4,B- = 100.00,
57,90,147La,0.0,4.06 s 4,BN = 0.04,
57,91,148La,0.0,1.26 s 8,B- = 100.00,
57,91,148La,0.0,1.26 s 8,BN = 0.15,
57,92,149La,0.0,1.05 s 3,B- = 100.00,
57,92,149La,0.0,1.05 s 3,BN = 1.43,
57,97,154La,0.0,,B- = 100.00,
57,98,155La,,,B- = 100.00,
57,99,156La,,,
57,59,116La,,,
57,100,157La,,,
58,100,158Ce,,,
58,101,159Ce,,,
58,61,119Ce,,,EC ? ,
58,62,120Ce,,,EC ? ,
58,63,121Ce,0.0,1.1 s 1,EC = 100.00,
58,63,121Ce,0.0,1.1 s 1,EP AP 1.00,
58,64,122Ce,0.0,,EC  ,
58,64,122Ce,0.0,,EP  ,
58,69,127Ce,0.0,34 s 2,EC = 100.00,
58,65,123Ce,0.0,3.8 s 2,EC = 100.00,
58,65,123Ce,0.0,3.8 s 2,EP AP 0.00,
58,66,124Ce,0.0,6 s 2,EC = 100.00,
58,67,125Ce,0.0,9.7 s 3,EC = 100.00,
58,67,125Ce,0.0,9.7 s 3,EP  ,
58,68,126Ce,0.0,51.0 s 3,EC = 100.00,
58,72,130Ce,0.0,22.9 m 5,EC = 100.00,
58,73,131Ce,0.0,10.3 m 3,EC = 100.00,
58,74,132Ce,0.0,3.51 h 11,EC = 100.00,
58,75,133Ce,0.0,97 m 4,EC = 100.00,
58,70,128Ce,0.0,3.93 m 2,EC = 100.00,
58,71,129Ce,0.0,3.5 m 3,EC = 100.00,
58,76,134Ce,0.0,3.16 d 4,EC = 100.00,
58,77,135Ce,0.0,17.7 h 3,EC = 100.00,
58,78,136Ce,0.0,GT 0.7E+14 y ,2EC  ,
58,79,137Ce,0.0,9.0 h 3,EC = 100.00,
58,83,141Ce,0.0,32.511 d 13,B- = 100.00,
58,84,142Ce,0.0,GT 5E+16 y ,2B-  ,
58,85,143Ce,0.0,33.039 h 6,B- = 100.00,
58,86,144Ce,0.0,284.91 d 5,B- = 100.00,
58,80,138Ce,0.0,GE 0.9E+14 y ,2EC = 100.00,
58,81,139Ce,0.0,137.641 d 20,EC = 100.00,
58,82,140Ce,0.0,STABLE,
58,87,145Ce,0.0,3.01 m 6,B- = 100.00,
58,88,146Ce,0.0,13.49 m 16,B- = 100.00,
58,89,147Ce,0.0,56.4 s 10,B- = 100.00,
58,94,152Ce,0.0,1.4 s 2,B- = 100.00,
58,95,153Ce,0.0,GT 100 ns ,B- = 100.00,
58,96,154Ce,0.0,GT 100 ns ,B- = 100.00,
58,97,155Ce,0.0,GT 300 ns ,B- = 100.00,
58,90,148Ce,0.0,56.8 s 3,B- = 100.00,
58,91,149Ce,0.0,5.3 s 2,B- = 100.00,
58,92,150Ce,0.0,4.0 s 6,B- = 100.00,
58,93,151Ce,0.0,1.76 s 6,B- = 100.00,
58,93,151Ce,0.0,1.02 s 6,B- = 100.00,
58,98,156Ce,,,B- = 100.00,
58,99,157Ce,,,B- = 100.00,
59,100,159Pr,0.0,,B- = 100.00,
59,101,160Pr,,,
59,102,161Pr,,,
59,85,144Pr,0.0,17.28 m 5,B- = 100.00,
59,84,143Pr,0.0,13.57 d 2,B- = 100.00,
59,87,146Pr,0.0,24.15 m 18,B- = 100.00,
59,86,145Pr,0.0,5.984 h 10,B- = 100.00,
59,81,140Pr,0.0,3.39 m 1,EC = 100.00,
59,80,139Pr,0.0,4.41 h 4,EC = 100.00,
59,83,142Pr,0.0,19.12 h 4,B- = 99.98,
59,83,142Pr,0.0,19.12 h 4,EC = 0.02,
59,82,141Pr,0.0,STABLE,
59,89,148Pr,0.0,2.29 m 2,B- = 100.00,
59,88,147Pr,0.0,13.4 m 3,B- = 100.00,
59,90,149Pr,0.0,2.26 m 7,B- = 100.00,
59,96,155Pr,0.0,GT 300 ns ,B- = 100.00,
59,95,154Pr,0.0,2.3 s 1,B- = 100.00,
59,98,157Pr,0.0,,B- = 100.00,
59,97,156Pr,0.0,GT 300 ns ,B- = 100.00,
59,92,151Pr,0.0,18.90 s 7,B- = 100.00,
59,91,150Pr,0.0,6.19 s 16,B- = 100.00,
59,94,153Pr,0.0,4.28 s 11,B- = 100.00,
59,93,152Pr,0.0,3.57 s 18,B- = 100.00,
59,99,158Pr,0.0,,B- = 100.00,
59,63,122Pr,0.0,AP 0.5 s ,EC ? ,
59,62,121Pr,0.0,10 ms +6-3,P = 100.00,
59,65,124Pr,0.0,1.2 s 2,EC = 100.00,
59,65,124Pr,0.0,1.2 s 2,EP AP 0.00,
59,64,123Pr,0.0,AP 0.8 s ,EC  ,
59,67,126Pr,0.0,3.14 s 22,EC = 100.00,
59,67,126Pr,0.0,3.14 s 22,EP  ,
59,66,125Pr,0.0,3.3 s 7,EC = 100.00,
59,66,125Pr,0.0,3.3 s 7,EP  ,
59,69,128Pr,0.0,2.85 s 9,EC = 100.00,
59,68,127Pr,0.0,4.2 s 3,EC = 100.00,
59,74,133Pr,0.0,6.5 m 3,EC = 100.00,
59,73,132Pr,0.0,1.6 m 3,EC = 100.00,
59,76,135Pr,0.0,24 m 1,EC = 100.00,
59,75,134Pr,0.0,AP 11 m ,EC = 100.00,
59,75,134Pr,0.0,17 m 2,EC = 100.00,
59,70,129Pr,0.0,30 s 4,EC = 100.00,
59,72,131Pr,0.0,1.51 m 2,EC = 100.00,
59,71,130Pr,0.0,40 s 4,EC = 100.00,
59,71,130Pr,0.0,40 s 4,EC = 100.00,
59,71,130Pr,0.0,40 s 4,EC = 100.00,
59,78,137Pr,0.0,1.28 h 3,EC = 100.00,
59,77,136Pr,0.0,13.1 m 1,EC = 100.00,
59,79,138Pr,0.0,1.45 m 5,EC = 100.00,
60,103,163Nd,,,
60,101,161Nd,0.0,GT 160 ns ,B- = 100.00,
60,101,161Nd,0.0,GT 160 ns ,BN ? ,
60,102,162Nd,,,
60,100,160Nd,0.0,GT 160 ns ,B- = 100.00,
60,100,160Nd,0.0,GT 160 ns ,BN ? ,
60,74,134Nd,0.0,8.5 m 15,EC = 100.00,
60,73,133Nd,0.0,70 s 10,EC = 100.00,
60,72,132Nd,0.0,94 s 8,EC = 100.00,
60,71,131Nd,0.0,25.4 s 9,EC = 100.00,
60,71,131Nd,0.0,25.4 s 9,EP AP 0.00,
60,70,130Nd,0.0,21 s 3,EC = 100.00,
60,79,139Nd,0.0,29.7 m 5,EC = 100.00,
60,78,138Nd,0.0,5.04 h 9,EC = 100.00,
60,77,137Nd,0.0,38.5 m 15,EC = 100.00,
60,76,136Nd,0.0,50.65 m 33,EC = 100.00,
60,75,135Nd,0.0,12.4 m 6,EC = 100.00,
60,85,145Nd,0.0,STABLE,
60,84,144Nd,0.0,2.29E+15 y 16,A = 100.00,
60,83,143Nd,0.0,STABLE,
60,82,142Nd,0.0,STABLE,
60,81,141Nd,0.0,2.49 h 3,EC = 100.00,
60,80,140Nd,0.0,3.37 d 2,EC = 100.00,
60,89,149Nd,0.0,1.728 h 1,B- = 100.00,
60,88,148Nd,0.0,STABLE,
60,87,147Nd,0.0,10.98 d 1,B- = 100.00,
60,86,146Nd,0.0,STABLE,
60,96,156Nd,0.0,5.06 s 13,B- = 100.00,
60,95,155Nd,0.0,8.9 s 2,B- = 100.00,
60,94,154Nd,0.0,25.9 s 2,B- = 100.00,
60,93,153Nd,0.0,31.6 s 10,B- = 100.00,
60,92,152Nd,0.0,11.4 m 2,B- = 100.00,
60,91,151Nd,0.0,12.44 m 7,B- = 100.00,
60,90,150Nd,0.0,0.91E19 y 7,2B- ? ,
60,99,159Nd,0.0,GT 160 ns ,B- = 100.00,
60,99,159Nd,0.0,GT 160 ns ,BN ? ,
60,98,158Nd,0.0,GT 160 ns ,B- = 100.00,
60,97,157Nd,0.0,GT 100 ms ,B- = 100.00,
60,69,129Nd,0.0,6.7 s 4,EC = 100.00,
60,69,129Nd,0.0,6.7 s 4,EP AP 0.00,
60,69,129Nd,0.0,AP 7 s ,EC ? ,
60,69,129Nd,0.0,2.6 s 4,EC ? ,
60,69,129Nd,0.0,2.6 s 4,EP ? ,
60,68,128Nd,0.0,5 s ,EC = 100.00,
60,68,128Nd,0.0,5 s ,EP ? ,
60,67,127Nd,0.0,1.8 s 4,EC = 100.00,
60,67,127Nd,0.0,1.8 s 4,EP  ,
60,66,126Nd,0.0,GT 200 ns ,EC  ,
60,66,126Nd,0.0,GT 200 ns ,EP  ,
60,65,125Nd,0.0,0.65 s 15,EC = 100.00,
60,65,125Nd,0.0,0.65 s 15,EP AP 0.00,
60,64,124Nd,,,EC ? ,
61,69,130Pm,0.0,2.6 s 2,EC = 100.00,
61,69,130Pm,0.0,2.6 s 2,EP  ,
61,68,129Pm,0.0,2.4 s 9,EC AP 100.00,
61,68,129Pm,0.0,2.4 s 9,EP ? ,
61,68,129Pm,0.0,2.4 s 9,P ? ,
61,67,128Pm,0.0,1.0 s 3,EC = 100.00,
61,67,128Pm,0.0,1.0 s 3,EP ? ,
61,67,128Pm,0.0,1.0 s 3,A ? ,
61,66,127Pm,,,P ? ,
61,66,127Pm,,,EC ? ,
61,65,126Pm,,,EC ? ,
61,75,136Pm,0.0,107 s 6,EC = 100.00,
61,75,136Pm,0.0,47 s 2,EC = 100.00,
61,74,135Pm,0.0,49 s 3,EC = 100.00,
61,73,134Pm,0.0,AP 5 s ,EC = 100.00,
61,73,134Pm,0.0,22 s 1,EC = 100.00,
61,72,133Pm,0.0,13.5 s 21,EC = 100.00,
61,71,132Pm,0.0,6.2 s 6,EC = 100.00,
61,71,132Pm,0.0,6.2 s 6,EP AP 5.0E-5,
61,70,131Pm,0.0,6.3 s 8,EC = 100.00,
61,79,140Pm,0.0,9.2 s 2,EC = 100.00,
61,79,140Pm,0.0,5.95 m 5,EC = 100.00,
61,78,139Pm,0.0,4.15 m 5,EC = 100.00,
61,77,138Pm,0.0,10 s 2,EC = 100.00,
61,76,137Pm,0.0,2.4 m 1,EC = 100.00,
61,86,147Pm,0.0,2.6234 y 2,B- = 100.00,
61,85,146Pm,0.0,5.53 y 5,EC = 65.70,
61,85,146Pm,0.0,5.53 y 5,B- = 34.30,
61,84,145Pm,0.0,17.7 y 4,EC = 100.00,
61,84,145Pm,0.0,17.7 y 4,A = 2.8E-7,
61,83,144Pm,0.0,363 d 14,EC = 100.00,
61,82,143Pm,0.0,265 d 7,EC = 100.00,
61,81,142Pm,0.0,40.5 s 5,EC = 100.00,
61,80,141Pm,0.0,20.90 m 5,EC = 100.00,
61,89,150Pm,0.0,2.698 h 15,B- = 100.00,
61,88,149Pm,0.0,53.08 h 5,B- = 100.00,
61,87,148Pm,0.0,5.368 d 7,B- = 100.00,
61,97,158Pm,0.0,4.8 s 5,B- = 100.00,
61,96,157Pm,0.0,10.56 s 10,B- = 100.00,
61,95,156Pm,0.0,26.70 s 10,B- = 100.00,
61,94,155Pm,0.0,41.5 s 2,B- = 100.00,
61,93,154Pm,0.0,2.68 m 7,B- = 100.00,
61,93,154Pm,0.0,1.73 m 10,B- = 100.00,
61,92,153Pm,0.0,5.25 m 2,B- = 100.00,
61,91,152Pm,0.0,4.12 m 8,B- = 100.00,
61,90,151Pm,0.0,28.40 h 4,B- = 100.00,
61,99,160Pm,0.0,GT 160 ns ,B- = 100.00,
61,99,160Pm,0.0,GT 160 ns ,BN ? ,
61,98,159Pm,0.0,1.5 s 2,B- = 100.00,
61,104,165Pm,,,
61,100,161Pm,0.0,GT 160 ns ,B- = 100.00,
61,100,161Pm,0.0,GT 160 ns ,BN ? ,
61,101,162Pm,0.0,GT 160 ns ,B- = 100.00,
61,101,162Pm,0.0,GT 160 ns ,BN ? ,
61,102,163Pm,0.0,GT 160 ns ,B- = 100.00,
61,102,163Pm,0.0,GT 160 ns ,BN ? ,
61,103,164Pm,,,
62,66,128Sm,,,EC ? ,
62,66,128Sm,,,P ? ,
62,67,129Sm,0.0,0.55 s 10,EC = 100.00,
62,67,129Sm,0.0,0.55 s 10,EP AP 0.00,
62,68,130Sm,0.0,,EC  ,
62,69,131Sm,0.0,1.2 s 2,EC = 100.00,
62,69,131Sm,0.0,1.2 s 2,EP AP 0.00,
62,77,139Sm,0.0,2.57 m 10,EC = 100.00,
62,78,140Sm,0.0,14.82 m 12,EC = 100.00,
62,79,141Sm,0.0,10.2 m 2,EC = 100.00,
62,70,132Sm,0.0,4.0 s 3,EC = 100.00,
62,70,132Sm,0.0,4.0 s 3,EP  ,
62,71,133Sm,0.0,2.89 s 16,EC = 100.00,
62,71,133Sm,0.0,2.89 s 16,EP AP 0.00,
62,71,133Sm,0.0,3.5 s 4,EP  ,
62,71,133Sm,0.0,3.5 s 4,EC  ,
62,71,133Sm,0.0,3.5 s 4,IT  ,
62,72,134Sm,0.0,9.5 s 8,EC = 100.00,
62,73,135Sm,0.0,10.3 s 5,EC = 100.00,
62,73,135Sm,0.0,10.3 s 5,EP = 0.02,
62,74,136Sm,0.0,47 s 2,EC = 100.00,
62,75,137Sm,0.0,45 s 1,EC = 100.00,
62,76,138Sm,0.0,3.1 m 2,EC = 100.00,
62,88,150Sm,0.0,STABLE,
62,89,151Sm,0.0,90 y 8,B- = 100.00,
62,80,142Sm,0.0,72.49 m 5,EC = 100.00,
62,81,143Sm,0.0,8.75 m 6,EC = 100.00,
62,82,144Sm,0.0,STABLE,
62,83,145Sm,0.0,340 d 3,EC = 100.00,
62,84,146Sm,0.0,10.3E+7 y 5,A = 100.00,
62,85,147Sm,0.0,1.060E11 y 11,A = 100.00,
62,86,148Sm,0.0,7E+15 y 3,A = 100.00,
62,87,149Sm,0.0,STABLE,
62,102,164Sm,0.0,GT 160 ns ,B- = 100.00,
62,101,163Sm,0.0,GT 160 ns ,B- = 100.00,
62,100,162Sm,0.0,2.4 s 5,B- = 100.00,
62,106,168Sm,,,
62,105,167Sm,,,
62,104,166Sm,,,
62,103,165Sm,0.0,GT 160 ns ,B- = 100.00,
62,103,165Sm,0.0,GT 160 ns ,BN ? ,
62,99,161Sm,0.0,4.8 s 4,B- = 100.00,
62,90,152Sm,0.0,STABLE,
62,91,153Sm,0.0,46.284 h 4,B- = 100.00,
62,92,154Sm,0.0,STABLE,
62,93,155Sm,0.0,22.3 m 2,B- = 100.00,
62,94,156Sm,0.0,9.4 h 2,B- = 100.00,
62,95,157Sm,0.0,8.03 m 7,B- = 100.00,
62,96,158Sm,0.0,5.30 m 3,B- = 100.00,
62,97,159Sm,0.0,11.37 s 15,B- = 100.00,
62,98,160Sm,0.0,9.6 s 3,B- = 100.00,
63,107,170Eu,,,
63,106,169Eu,,,
63,101,164Eu,0.0,4.2 s 2,B- = 100.00,
63,100,163Eu,0.0,7.7 s 4,B- = 100.00,
63,103,166Eu,0.0,1.7 s 3,B- = 100.00,
63,103,166Eu,0.0,1.7 s 3,BN ? ,
63,102,165Eu,0.0,2.3 s 2,B- = 100.00,
63,105,168Eu,0.0,GT 160 ns ,B- = 100.00,
63,105,168Eu,0.0,GT 160 ns ,BN ? ,
63,104,167Eu,0.0,GT 160 ns ,B- = 100.00,
63,104,167Eu,0.0,GT 160 ns ,BN ? ,
63,67,130Eu,0.0,0.90 ms +49-29,P = 100.00,
63,68,131Eu,0.0,17.8 ms 19,P = 89.00,
63,68,131Eu,0.0,17.8 ms 19,EC = 11.00,
63,69,132Eu,0.0,,P  ,
63,69,132Eu,0.0,,EC  ,
63,78,141Eu,0.0,40.7 s 7,EC = 100.00,
63,79,142Eu,0.0,2.34 s 12,EC = 100.00,
63,79,142Eu,0.0,1.223 m 8,EC = 100.00,
63,70,133Eu,,,EC ? ,
63,71,134Eu,0.0,0.5 s 2,EC = 100.00,
63,71,134Eu,0.0,0.5 s 2,EP AP 0.00,
63,72,135Eu,0.0,1.5 s 2,EC = 100.00,
63,72,135Eu,0.0,1.5 s 2,EP  ,
63,73,136Eu,0.0,3.3 s 3,EC = 100.00,
63,73,136Eu,0.0,3.3 s 3,EP = 0.09,
63,73,136Eu,0.0,3.8 s 3,EC = 100.00,
63,73,136Eu,0.0,3.8 s 3,EP = 0.09,
63,74,137Eu,0.0,11 s 2,EC = 100.00,
63,75,138Eu,0.0,12.1 s 6,EC = 100.00,
63,76,139Eu,0.0,17.9 s 6,EC = 100.00,
63,77,140Eu,0.0,1.51 s 2,EC = 100.00,
63,77,140Eu,0.0,125 ms 2,IT = 100.00,
63,77,140Eu,0.0,125 ms 2,EC LT 1.00,
63,89,152Eu,0.0,13.517 y 9,EC = 72.10,
63,89,152Eu,0.0,13.517 y 9,B- = 27.90,
63,80,143Eu,0.0,2.59 m 2,EC = 100.00,
63,81,144Eu,0.0,10.2 s 1,EC = 100.00,
63,82,145Eu,0.0,5.93 d 4,EC = 100.00,
63,83,146Eu,0.0,4.61 d 3,EC = 100.00,
63,84,147Eu,0.0,24.1 d 6,EC = 100.00,
63,84,147Eu,0.0,24.1 d 6,A = 2.2E-3,
63,85,148Eu,0.0,54.5 d 5,EC = 100.00,
63,85,148Eu,0.0,54.5 d 5,A = 9.4E-7,
63,86,149Eu,0.0,93.1 d 4,EC = 100.00,
63,87,150Eu,0.0,36.9 y 9,EC = 100.00,
63,88,151Eu,0.0,GE 1.7E+18 y ,A  ,
63,90,153Eu,0.0,STABLE,
63,91,154Eu,0.0,8.601 y 10,B- = 99.98,
63,91,154Eu,0.0,8.601 y 10,EC = 0.02,
63,92,155Eu,0.0,4.753 y 14,B- = 100.00,
63,93,156Eu,0.0,15.19 d 8,B- = 100.00,
63,94,157Eu,0.0,15.18 h 3,B- = 100.00,
63,95,158Eu,0.0,45.9 m 2,B- = 100.00,
63,96,159Eu,0.0,18.1 m 1,B- = 100.00,
63,97,160Eu,0.0,38 s 4,B- = 100.00,
63,98,161Eu,0.0,26 s 3,B- = 100.00,
63,99,162Eu,0.0,10.6 s 10,B- = 100.00,
64,69,133Gd,,,
64,79,143Gd,0.0,39 s 2,EC = 100.00,
64,70,134Gd,0.0,,EC ? ,
64,72,136Gd,0.0,GE 200 ns ,EC = 100.00,
64,71,135Gd,0.0,1.1 s 2,EC = 100.00,
64,71,135Gd,0.0,1.1 s 2,EP = 18.00,
64,74,138Gd,0.0,4.7 s 9,EC = 100.00,
64,73,137Gd,0.0,2.2 s 2,EC = 100.00,
64,73,137Gd,0.0,2.2 s 2,EP  ,
64,76,140Gd,0.0,15.8 s 4,EC = 100.00,
64,75,139Gd,0.0,5.8 s 9,EP AP 0.00,
64,75,139Gd,0.0,5.8 s 9,EC AP 0.00,
64,75,139Gd,0.0,4.8 s 9,EP AP 0.00,
64,75,139Gd,0.0,4.8 s 9,EC AP 0.00,
64,78,142Gd,0.0,70.2 s 6,EC = 100.00,
64,77,141Gd,0.0,14 s 4,EC = 100.00,
64,77,141Gd,0.0,14 s 4,EP = 0.03,
64,81,145Gd,0.0,23.0 m 4,EC = 100.00,
64,80,144Gd,0.0,4.47 m 6,EC = 100.00,
64,83,147Gd,0.0,38.06 h 12,EC = 100.00,
64,82,146Gd,0.0,48.27 d 9,EC = 100.00,
64,85,149Gd,0.0,9.28 d 10,EC = 100.00,
64,85,149Gd,0.0,9.28 d 10,A = 4.3E-4,
64,84,148Gd,0.0,71.1 y 12,A = 100.00,
64,87,151Gd,0.0,123.9 d 10,EC = 100.00,
64,87,151Gd,0.0,123.9 d 10,A AP 8.0E-7,
64,86,150Gd,0.0,1.79E+6 y 8,A = 100.00,
64,89,153Gd,0.0,240.4 d 10,EC = 100.00,
64,88,152Gd,0.0,1.08E+14 y ,A = 100.00,
64,90,154Gd,0.0,STABLE,
64,92,156Gd,0.0,STABLE,
64,91,155Gd,0.0,STABLE,
64,94,158Gd,0.0,STABLE,
64,93,157Gd,0.0,STABLE,
64,96,160Gd,0.0,GT 3.1E+19 y ,2B-  ,
64,95,159Gd,0.0,18.479 h 4,B- = 100.00,
64,98,162Gd,0.0,8.4 m 3,B- = 100.00,
64,97,161Gd,0.0,3.66 m 5,B- = 100.00,
64,99,163Gd,0.0,68 s 3,B- = 100.00,
64,104,168Gd,0.0,GT 160 ns ,B- = 100.00,
64,103,167Gd,0.0,GT 160 ns ,B- = 100.00,
64,102,166Gd,0.0,4.8 s 10,B- = 100.00,
64,102,166Gd,0.0,950 ns 60,IT = 100.00,
64,101,165Gd,0.0,10.3 s 16,B- = 100.00,
64,100,164Gd,0.0,45 s 3,B- = 100.00,
64,108,172Gd,,,
64,107,171Gd,,,
64,106,170Gd,0.0,GT 160 ns ,B- = 100.00,
64,105,169Gd,0.0,GT 160 ns ,B- = 100.00,
65,101,166Tb,0.0,25.1 s 21,B- = 100.00,
65,100,165Tb,0.0,2.11 m 10,B- = 100.00,
65,103,168Tb,0.0,8.2 s 13,B- = 100.00,
65,102,167Tb,0.0,19.4 s 27,B- = 100.00,
65,109,174Tb,,,
65,108,173Tb,,,
65,105,170Tb,0.0,GT 160 ns ,B- = 100.00,
65,104,169Tb,0.0,GT 160 ns ,B- = 100.00,
65,107,172Tb,0.0,GT 160 ns ,B- = 100.00,
65,107,172Tb,0.0,GT 160 ns ,BN ? ,
65,106,171Tb,0.0,GT 160 ns ,B- = 100.00,
65,106,171Tb,0.0,GT 160 ns ,BN ? ,
65,80,145Tb,0.0,,EC ? ,
65,80,145Tb,0.0,30.9 s 6,EC = 100.00,
65,82,147Tb,0.0,1.64 h 3,EC = 100.00,
65,81,146Tb,0.0,8 s 4,EC = 100.00,
65,81,146Tb,0.0,24.1 s 5,EC = 100.00,
65,84,149Tb,0.0,4.118 h 25,EC = 83.30,
65,84,149Tb,0.0,4.118 h 25,A = 16.70,
65,83,148Tb,0.0,60 m 1,EC = 100.00,
65,86,151Tb,0.0,17.609 h 14,EC = 99.99,
65,86,151Tb,0.0,17.609 h 14,A = 9.5E-3,
65,85,150Tb,0.0,3.48 h 16,EC = 100.00,
65,85,150Tb,0.0,3.48 h 16,A LT 0.05,
65,88,153Tb,0.0,2.34 d 1,EC = 100.00,
65,87,152Tb,0.0,17.5 h 1,EC = 100.00,
65,87,152Tb,0.0,17.5 h 1,A LT 7.0E-7,
65,89,154Tb,0.0,21.5 h 4,EC = 100.00,
65,89,154Tb,0.0,21.5 h 4,B- LT 0.10,
65,89,154Tb,0.0,22.7 h 5,EC = 98.20,
65,89,154Tb,0.0,22.7 h 5,IT = 1.80,
65,89,154Tb,0.0,9.4 h 4,EC = 78.20,
65,89,154Tb,0.0,9.4 h 4,IT = 21.80,
65,89,154Tb,0.0,9.4 h 4,B- LT 0.10,
65,91,156Tb,0.0,5.35 d 10,EC = 100.00,
65,90,155Tb,0.0,5.32 d 6,EC = 100.00,
65,93,158Tb,0.0,180 y 11,EC = 83.40,
65,93,158Tb,0.0,180 y 11,B- = 16.60,
65,92,157Tb,0.0,71 y 7,EC = 100.00,
65,95,160Tb,0.0,72.3 d 2,B- = 100.00,
65,94,159Tb,0.0,STABLE,
65,97,162Tb,0.0,7.60 m 15,B- = 100.00,
65,96,161Tb,0.0,6.89 d 2,B- = 100.00,
65,99,164Tb,0.0,3.0 m 1,B- = 100.00,
65,98,163Tb,0.0,19.5 m 3,B- = 100.00,
65,71,136Tb,,,EC ? ,
65,70,135Tb,0.0,0.94 ms +33-2,P = 100.00,
65,73,138Tb,0.0,GE 200 ns ,EC = 100.00,
65,73,138Tb,0.0,GE 200 ns ,P  ,
65,72,137Tb,,,P ? ,
65,72,137Tb,,,EC ? ,
65,75,140Tb,0.0,2.0 s 5,EC = 100.00,
65,75,140Tb,0.0,2.0 s 5,EP = 0.26,
65,74,139Tb,0.0,1.6 s 2,EP ? ,
65,74,139Tb,0.0,1.6 s 2,EC  ,
65,77,142Tb,0.0,597 ms 17,EC = 100.00,
65,77,142Tb,0.0,597 ms 17,EP = 2.2E-3,
65,76,141Tb,0.0,3.5 s 2,EC = 100.00,
65,76,141Tb,0.0,7.9 s 6,EC = 100.00,
65,79,144Tb,0.0,AP 1 s ,EC = 100.00,
65,78,143Tb,0.0,12 s 1,EC = 100.00,
65,78,143Tb,0.0,LT 21 s ,EC  ,
66,72,138Dy,,,EC ? ,
66,75,141Dy,0.0,0.9 s 2,EC = 100.00,
66,75,141Dy,0.0,0.9 s 2,EP ? ,
66,76,142Dy,0.0,2.3 s 3,EC = 100.00,
66,76,142Dy,0.0,2.3 s 3,EP = 0.06,
66,73,139Dy,0.0,0.6 s 2,EP  ,
66,73,139Dy,0.0,0.6 s 2,EC  ,
66,74,140Dy,0.0,,EC  ,
66,79,145Dy,0.0,6 s 2,EC = 100.00,
66,79,145Dy,0.0,6 s 2,EP AP 50.00,
66,77,143Dy,0.0,5.6 s 10,EC = 100.00,
66,77,143Dy,0.0,5.6 s 10,EP  ,
66,78,144Dy,0.0,9.1 s 4,EC = 100.00,
66,78,144Dy,0.0,9.1 s 4,EP  ,
66,82,148Dy,0.0,3.3 m 2,EC = 100.00,
66,83,149Dy,0.0,4.20 m 14,EC = 100.00,
66,80,146Dy,0.0,33.2 s 7,EC = 100.00,
66,81,147Dy,0.0,67 s 7,EC = 100.00,
66,81,147Dy,0.0,67 s 7,EP = 0.05,
66,86,152Dy,0.0,2.38 h 2,EC = 99.90,
66,86,152Dy,0.0,2.38 h 2,A = 0.10,
66,87,153Dy,0.0,6.4 h 1,EC = 99.99,
66,87,153Dy,0.0,6.4 h 1,A = 9.4E-3,
66,84,150Dy,0.0,7.17 m 5,EC = 64.00,
66,84,150Dy,0.0,7.17 m 5,A = 36.00,
